File	Full_hemiplasy	Some_hemiplasy	Full_homoplasy
min_10sp_heist_0.0005_summary.txt	21	13	0
min_10sp_heist_0.001_summary.txt	32	35	0
min_10sp_heist_0.005_summary.txt	157	161	0
min_10sp_heist_0.01_summary.txt	306	338	0
min_5sp_heist_0.0005_summary.txt	21	15	0
min_5sp_heist_0.001_summary.txt	33	31	0
min_5sp_heist_0.01_summary.txt	276	305	0
min_5sp_heist_0.005_summary.txt	161	156	0
