Tree name	Trait species	Non-trait species	Permutations	Selective Pressure	p-value	FDR
7997	5	4	10845863	accelerated	0.23306579916247128	0.8868482192011449
5343	5	5	20845863	accelerated	0.2335383869507821	0.8879102383737688
7006	5	4	10845863	accelerated	0.23366727595404646	0.8876648421797345
7750	5	5	20845863	accelerated	0.23376630605226456	0.8873065165209612
9171	4	4	8845863	constrained	0.23377891665981107	0.886621031861052
6210	5	5	20845863	accelerated	0.23399000265249847	0.8866887879209872
6398	5	5	20845863	accelerated	0.23399000265249847	0.8859571965118115
4144	5	4	5567862	constrained	0.23411212670645398	0.8856888289001792
4210	4	4	6850431	constrained	0.23420644585776051	0.8853157990455214
3643	5	4	10845863	constrained	0.2342234517229495	0.8846513744498891
6300	5	5	20845863	constrained	0.23429948053325794	0.8842107863216453
7173	5	5	20845863	accelerated	0.2346650270566364	0.8848626205118361
9524	4	4	2401596	accelerated	0.23521494965949685	0.8862080492507644
7738	5	5	20845863	accelerated	0.2353148124192207	0.8858569927742443
5894	5	5	20845863	constrained	0.23602630435243435	0.887807139896165
4265	4	5	8845863	accelerated	0.23626903887965223	0.8879923172962523
8683	5	4	10845863	constrained	0.23630514553426454	0.8874012380169722
8796	5	4	10845863	accelerated	0.23643683672654192	0.8871697822878992
929	5	5	20845863	constrained	0.23644930568791	0.8864917187923358
4092	5	5	20845863	constrained	0.23666627371984786	0.8865808408982708
8844	4	5	10845863	constrained	0.23691047409081442	0.8867717500838069
2252	4	4	10845863	accelerated	0.23778878234899248	0.8893339219230045
9913	4	4	5567862	accelerated	0.2378918770940649	0.8889949706715503
2137	5	5	20845863	accelerated	0.23795867399641701	0.888521037404034
5896	5	5	20845863	constrained	0.2381754580763952	0.8886074610671363
6642	5	5	20845863	constrained	0.2381754580763952	0.8878856028534343
8506	5	4	10845863	accelerated	0.2382611933262645	0.8874842663751848
790	4	4	3881501	accelerated	0.2383393184588697	0.8870552574272125
6208	5	5	20845863	constrained	0.23839089140961023	0.8865282015224484
8170	5	4	10845863	constrained	0.23843586374166723	0.8859774726400899
3703	5	5	20845863	accelerated	0.23861632856587356	0.8859306891495096
3360	4	5	5567862	accelerated	0.2388946870177998	0.8862471452907708
6108	5	5	20845863	constrained	0.23929118404788108	0.8870010045199728
9577	4	4	3074060	constrained	0.23970276422764228	0.8878095117357953
3753	4	4	5567862	constrained	0.23971268495905762	0.8871302510299318
2844	5	5	20845863	accelerated	0.23995572515509056	0.8873141198523051
5744	5	4	10845863	accelerated	0.2400899779759863	0.8870957398806772
5626	5	5	20845863	accelerated	0.2401786540278248	0.8867094475733612
5983	5	5	20845863	constrained	0.24038091605974926	0.8867427844036893
4911	4	4	8845863	accelerated	0.24052355317533436	0.8865562935916542
7699	5	5	20845863	accelerated	0.24062892620641663	0.8862328590379179
1586	5	4	5567862	accelerated	0.2408401545267027	0.8862994940842331
5938	5	5	20845863	accelerated	0.24085147121540096	0.885630930614964
6104	5	4	10845863	constrained	0.24113054680631862	0.8859472212123268
1941	5	5	20845863	accelerated	0.24198156609500399	0.8883627254479787
5459	5	5	20845863	accelerated	0.24220343934242605	0.8884664933192592
5089	5	4	10845863	constrained	0.24293781458088748	0.8904485871499142
6147	5	5	20845863	accelerated	0.2433153006939105	0.891120442844657
3208	5	5	20845863	accelerated	0.24354331576133037	0.8912442392573725
6577	5	5	20845863	constrained	0.24369797551177166	0.8910996092617691
2216	4	4	2401596	constrained	0.24373600197751327	0.8905290709194333
7466	5	5	20845863	accelerated	0.24376806798687645	0.8899376801843883
6948	4	5	5567862	accelerated	0.24435658432924434	0.8913770790833881
5034	5	5	20845863	constrained	0.24436911844699233	0.8907147613608005
7963	5	4	5567862	constrained	0.24454372918564324	0.8906437882800926
500	4	4	2401596	constrained	0.2446648339712811	0.8903782102253839
3578	5	4	10845863	accelerated	0.2447139691877831	0.8898513507153222
8235	4	5	8845863	constrained	0.24486930578942015	0.8897111989450903
8592	4	4	3074060	accelerated	0.2449024088473446	0.8891274954117597
9274	4	4	5567862	constrained	0.2457425906169966	0.8914725283331205
3187	5	4	6850431	accelerated	0.24577881877903174	0.8908996835521144
5438	4	5	8845863	accelerated	0.24587569629889816	0.8905474114567037
4898	4	4	3074060	accelerated	0.24607434789399696	0.8905640240422334
4539	5	5	20845863	constrained	0.2466056540794834	0.8917835670376275
8571	5	4	5567862	constrained	0.24663405418413123	0.8911839957881718
9468	4	4	10845863	constrained	0.24691943180385242	0.8915131963397944
7473	4	4	3074060	constrained	0.24714762646243266	0.8916355800598298
8138	4	5	8845863	accelerated	0.24754281040925152	0.8923597462435626
7955	4	4	10845863	accelerated	0.24760728073059723	0.8918915316112329
6156	5	5	20845863	accelerated	0.24762023668271094	0.89123864010742
8416	4	5	8845863	accelerated	0.24785515399714975	0.8913850326747023
32	4	4	10845863	accelerated	0.24807152454643044	0.8914645467060058
1312	5	5	20845863	accelerated	0.24828844750528867	0.891545919876189
404	5	5	20845863	accelerated	0.2485133916627097	0.8916559455357114
8719	5	4	10845863	constrained	0.24910383035347328	0.8930761542906944
9192	4	4	4750372	constrained	0.2497662633183624	0.894752054932057
701	5	5	20845863	accelerated	0.24988503280691543	0.8944792633002613
1374	5	4	5567862	accelerated	0.2499933542309839	0.89416952655182
992	5	4	10845863	constrained	0.2503487919909618	0.8947434629645825
7674	5	5	20845863	accelerated	0.2510287548496386	0.8964754521439624
6480	5	5	20845863	accelerated	0.25148881555385205	0.8974200424390568
5883	5	5	20845863	accelerated	0.2519443658590046	0.8983470823053397
6485	5	5	20845863	accelerated	0.25240452252915546	0.8992890946322162
6299	5	5	20845863	constrained	0.2528799820516984	0.900284125395845
7484	5	5	20845863	constrained	0.2528799820516984	0.8995862307249954
6363	5	5	20845863	constrained	0.25333895288849007	0.900520879012611
4320	4	5	8845863	constrained	0.2537474714371278	0.901274881133885
3346	5	4	4750372	constrained	0.2541360067787449	0.9019567943601396
6075	5	5	20845863	accelerated	0.2542482201197578	0.9016577141650453
5293	5	4	5567862	constrained	0.2543920896771436	0.9014712737671136
6130	5	5	20845863	constrained	0.25446724420576894	0.9010418083798408
7830	5	5	20845863	constrained	0.25446724420576894	0.9003470961143205
2645	4	5	8845863	constrained	0.2547832106104191	0.9007705342767435
8438	4	4	6850431	accelerated	0.25490389607659114	0.9005034481104517
1431	5	5	20845863	accelerated	0.2549217090688962	0.8998736330132037
2903	4	5	8845863	accelerated	0.2551534160594311	0.899999251573197
9183	4	4	3074060	accelerated	0.2551849586088405	0.8994191820706368
5691	5	4	6850431	accelerated	0.2552556104972884	0.8989777410376488
1573	5	5	20845863	accelerated	0.25538618420623316	0.8987478522411073
8701	4	5	8845863	constrained	0.255410729017166	0.898145467785268
5495	4	4	4750372	constrained	0.2554424250380585	0.8975691336138211
3014	4	5	5567862	constrained	0.2555976473291872	0.8974273937212244
2265	5	4	4750372	accelerated	0.2556900608116104	0.8970655115171866
5504	4	5	5567862	constrained	0.2557034790656648	0.8964272463195844
5731	5	4	5567862	constrained	0.25570664569123736	0.8957540435702963
5814	5	5	20845863	constrained	0.2558213280726419	0.8954722155037023
5878	5	5	20845863	accelerated	0.2558575688910675	0.894916450945967
240	5	5	20845863	constrained	0.2565002404201468	0.896481038300117
8755	5	4	5567862	accelerated	0.2572024089218049	0.8982510308540052
5917	5	5	20845863	accelerated	0.25748390363330875	0.8985502918427787
7117	5	5	20845863	accelerated	0.25748390363330875	0.8978675028672143
3566	5	4	6850431	accelerated	0.25758413518762413	0.8975350010448042
4017	4	4	2401596	constrained	0.257678469324824	0.897182470206083
8200	4	4	10845863	constrained	0.25802791278692055	0.8977180377400898
8101	4	4	10845863	constrained	0.2580968199860789	0.8972775052394819
2309	4	4	6850431	accelerated	0.258291837039213	0.8972757306381138
2117	5	5	20845863	constrained	0.2595090172662239	0.900822148437747
994	5	5	20845863	accelerated	0.2595614702135165	0.9003231948675942
7899	5	4	6850431	accelerated	0.2596106409956458	0.8998136189796213
1430	5	5	20845863	accelerated	0.25980397613749384	0.8998041105622334
6803	5	5	20845863	accelerated	0.25980397613749384	0.8991255252601503
5242	4	4	3881501	constrained	0.2599123321592442	0.8988226769244699
4054	5	5	20845863	accelerated	0.26003295086428846	0.8985626592742619
3022	4	4	3074060	accelerated	0.26014138628352523	0.8982609643755435
8886	4	4	4750372	constrained	0.2601823777268929	0.897727016081738
8521	5	4	10845863	accelerated	0.2603551332999876	0.8976481643227971
6373	5	5	20845863	accelerated	0.2605069266294344	0.8974972119387947
3304	5	4	10845863	constrained	0.26079891335398747	0.8978291173154153
7576	5	5	20845863	constrained	0.2608894787673952	0.897467629732816
8618	4	4	6850431	accelerated	0.2610433968550515	0.8973244555564279
6010	5	5	20845863	constrained	0.2613546843177482	0.8977220406692713
5249	4	5	8845863	constrained	0.26145080179457336	0.8973805006995492
2562	5	4	5567862	constrained	0.26190279497840624	0.8982600344961931
8165	4	5	10845863	constrained	0.26210904881371305	0.8982960604974827
7587	5	5	20845863	accelerated	0.26262431907369066	0.8993902986784825
7772	5	5	20845863	accelerated	0.26262431907369066	0.8987196124005716
6408	4	5	8845863	constrained	0.2627341548909844	0.8984255117695435
7710	5	5	20845863	constrained	0.2627421478818424	0.8977838545270103
6807	5	5	20845863	accelerated	0.2628602033479829	0.8975189532469445
6954	5	5	20845863	constrained	0.26296966696749957	0.8972251313857662
9799	4	4	3881501	constrained	0.26358637008163177	0.8986611086958457
2937	4	5	8845863	constrained	0.2638092870300263	0.8987533913740096
8374	4	5	10845863	constrained	0.26444844246263993	0.9002625389176963
6354	5	5	20845863	constrained	0.2648139911576415	0.9008386993494565
8444	4	4	3074060	constrained	0.2651558018380129	0.9013333145441788
5927	5	4	4750372	accelerated	0.2651943752313439	0.9007971783394798
8552	5	4	5567862	accelerated	0.2652067768163965	0.9001730020787303
925	5	5	20845863	accelerated	0.2654602084917571	0.9003672555570388
2644	4	5	5567862	constrained	0.2656427944721963	0.9003211106594599
5944	5	5	20845863	accelerated	0.26568188980730423	0.899789071827099
6808	5	5	20845863	constrained	0.2659666458171451	0.90008918706112
723	4	5	5567862	accelerated	0.26602741546956765	0.8996313998451334
8835	5	4	5567862	accelerated	0.2660386427613797	0.8990068715993897
6337	5	5	20845863	constrained	0.26620011186035314	0.8988905911163801
3590	4	4	6850431	constrained	0.2664628813822527	0.8991162960758512
9137	4	4	6850431	accelerated	0.26653396028678356	0.8986953297252386
2310	4	5	10845863	accelerated	0.26702537358283684	0.8996912183345361
6537	5	5	20845863	accelerated	0.26711562091305063	0.8993349848642621
8787	5	4	10845863	constrained	0.2671431493935535	0.8987682643453204
7773	5	5	20845863	accelerated	0.2673499697323434	0.8988051363382592
2429	5	4	5567862	constrained	0.26735008634635665	0.8981475448341367
5358	5	5	20845863	constrained	0.26737147066054107	0.8975623107982612
6735	5	4	5567862	accelerated	0.2677382086553922	0.8981364323973647
2582	5	4	5567862	constrained	0.26802138975969564	0.8984296257174895
847	4	4	3881501	constrained	0.26871889237682706	0.9001102168739119
2255	4	5	8845863	accelerated	0.2687733536767545	0.8996359737582977
9037	4	4	1599441	constrained	0.26886772412724513	0.8992959081777899
7094	5	4	5567862	constrained	0.26894918127583767	0.8989131776218638
8068	5	4	4750372	constrained	0.26898576859240436	0.8983811441561453
2577	5	5	20845863	accelerated	0.26902399954550527	0.8978553701195081
7993	4	5	5567862	accelerated	0.26929343119619453	0.8981014213367273
5820	5	4	4750372	constrained	0.26932546352362563	0.8975559565068395
1607	5	4	10845863	constrained	0.26973001564726024	0.8982518445611591
6271	5	5	20845863	accelerated	0.2699759816451709	0.8984189846045607
7650	4	4	2401596	constrained	0.2703775002933811	0.8991031513379172
6195	5	5	20845863	constrained	0.27044959670515534	0.8986916721795495
7306	4	5	5567862	constrained	0.271263760160638	0.9007448591730592
1325	5	5	20845863	accelerated	0.27142132462935076	0.9006163837484387
8503	5	4	5567862	constrained	0.27146806046831046	0.9001206137926854
4819	5	4	10845863	constrained	0.2717131077596773	0.9002826364687069
2601	5	5	20845863	constrained	0.27186458892758997	0.9001346310163855
7332	5	5	20845863	accelerated	0.2721326241578509	0.9003724673831129
8551	4	4	3881501	constrained	0.272288394504132	0.9002387913396699
4450	5	4	6850431	accelerated	0.2724636766797317	0.9001697712622669
5713	5	5	20845863	constrained	0.27256546665056514	0.8998582204744197
7140	5	5	20845863	accelerated	0.27261149418580777	0.8993631537157958
5906	4	5	8845863	accelerated	0.2729069994168547	0.8996912502327199
7158	5	5	20845863	accelerated	0.27309161177095154	0.8996535580882244
7064	5	5	20845863	accelerated	0.2733345015586788	0.8998077673262389
6512	5	5	20845863	constrained	0.2735138145425941	0.8997526128573222
8292	4	5	8845863	constrained	0.2738125642735255	0.9000901557673414
8841	5	4	10845863	accelerated	0.2744302437290971	0.9014748664801908
3597	5	4	10845863	accelerated	0.2747538603832145	0.9018923213866747
2036	4	4	4750372	accelerated	0.27497992641229174	0.9019891939285253
3028	4	5	8845863	constrained	0.27524486390875136	0.9022133431980428
7593	5	5	20845863	accelerated	0.2757535149443916	0.9032354604424075
6476	5	5	20845863	constrained	0.2759260731788474	0.9031560269741302
955	5	5	20845863	accelerated	0.27599976353993005	0.9027533249356657
4342	4	5	8845863	constrained	0.2762569358903367	0.9029509108267486
6375	5	5	20845863	constrained	0.27640988695121455	0.902807808696885
3193	5	4	6850431	accelerated	0.27658503686295266	0.902737364270334
7378	5	5	20845863	accelerated	0.27721997043481394	0.9041666270969162
5280	5	4	6850431	accelerated	0.27728400319310487	0.9037331609752545
8909	5	4	5567862	constrained	0.2777418200835017	0.9045828334728099
8449	4	5	8845863	constrained	0.27799175097722967	0.9047547129322745
805	4	4	3074060	constrained	0.27803313902762194	0.904248104179842
5017	5	4	4750372	constrained	0.2785287968274935	0.9052185896893538
3461	5	4	10845863	accelerated	0.2788057106346816	0.9054772866967826
6489	5	5	20845863	constrained	0.2790660667657251	0.9056818814624558
6589	5	5	20845863	constrained	0.2790660667657251	0.9050418235956978
7307	5	5	20845863	constrained	0.2795507438061238	0.9059734204281795
8862	5	4	10845863	constrained	0.27961340761942327	0.9055369989876735
5741	4	5	10845863	accelerated	0.27969639286671555	0.9051669582971492
7241	5	5	20845863	constrained	0.2800339820664699	0.9056208200867022
1069	5	4	10845863	accelerated	0.2805237940344203	0.9065659794534892
7613	5	5	20845863	constrained	0.2810150382250288	0.9075144337893436
8266	5	4	10845863	constrained	0.28126549290712827	0.9076844915265905
2519	4	4	10845863	accelerated	0.28139002596864104	0.9074482285102556
3825	4	4	4750372	accelerated	0.28141653389592736	0.906896400314895
4837	5	5	20845863	constrained	0.28149664586798195	0.906517970447838
9015	4	4	6850431	constrained	0.28173719733945063	0.9066563804984143
5018	4	5	5567862	accelerated	0.28204234649977633	0.9070023322266809
5485	4	5	8845863	accelerated	0.2824502031364181	0.9076778586785874
2783	4	4	3074060	constrained	0.2826874628195084	0.9078045954364758
1837	5	4	4750372	constrained	0.2826943743236093	0.907191946693037
1782	5	5	20845863	constrained	0.28270838642831386	0.9066029247515949
316	5	5	20845863	accelerated	0.2830852166008788	0.9071774154898274
1636	4	5	10845863	constrained	0.28314552683823324	0.9067374896445586
3929	5	5	20845863	accelerated	0.2833316571282922	0.9067008190807063
471	4	4	3074060	constrained	0.2834968260501213	0.9065971670689941
3617	5	5	20845863	accelerated	0.28407664070084304	0.9078187354987247
7572	5	4	5567862	constrained	0.28414272865980683	0.9073980388447136
8100	5	4	10845863	constrained	0.2842473188631501	0.9071007971230847
6353	5	5	20845863	constrained	0.2846605232037335	0.9077881452271945
2828	5	5	20845863	accelerated	0.28505165462550064	0.9084041965808489
4918	5	5	20845863	constrained	0.28513877369323043	0.9080512369730982
3305	5	4	10845863	accelerated	0.28526291454619956	0.907816584502434
8944	5	4	6850431	accelerated	0.2856383011350243	0.9083812639699422
7406	5	5	20845863	accelerated	0.2857788844996202	0.908198961889721
3837	5	5	20845863	accelerated	0.28627157362257216	0.9091351220442794
3690	5	5	20845863	constrained	0.2863619285753133	0.9087931467718622
4153	5	5	20845863	accelerated	0.28652319631060874	0.9086765361916956
735	4	4	3074060	constrained	0.28672936463028365	0.9087023855582678
5797	5	5	20845863	constrained	0.28685111379321027	0.9084608427860883
268	4	5	8845863	constrained	0.28692244233746567	0.9080600606114689
4620	5	4	10845863	accelerated	0.2869909610584368	0.9076509443812312
5442	5	5	20845863	accelerated	0.2870179007182475	0.9071109823664172
7014	5	5	20845863	accelerated	0.2870179007182475	0.9064866802450363
4031	4	5	8845863	constrained	0.28761066347229597	0.9077340678640758
8900	5	4	10845863	constrained	0.28792064682714474	0.9080878682403899
5479	4	5	8845863	constrained	0.28796663992134613	0.907609141894957
604	5	5	20845863	accelerated	0.28800817322696215	0.9071170260387985
5586	4	4	5567862	accelerated	0.2880096800315578	0.9064996033366384
5469	4	5	8845863	constrained	0.28880393237618274	0.908376453512202
738	5	4	4750372	constrained	0.2890084065024429	0.9083969708491167
7661	5	4	5567862	constrained	0.2890978051224584	0.9080560080129786
3808	5	5	20845863	accelerated	0.2892538110952746	0.9079245821588339
9894	4	4	3881501	constrained	0.28951652903416547	0.9081280599711451
1435	4	5	8845863	accelerated	0.2895915853144685	0.9077430225465136
5399	5	5	20845863	accelerated	0.2897439091379149	0.9076005454156256
6968	5	5	20845863	accelerated	0.2897439091379149	0.9069814454528592
5999	5	5	20845863	constrained	0.2897750026161817	0.90646045467325
5638	5	5	20845863	accelerated	0.28999399637095213	0.9065275540506126
6771	4	5	10845863	accelerated	0.29006302028444075	0.9061260722159964
1239	5	5	20845863	accelerated	0.29024744241180056	0.9060853831481311
7638	5	4	5567862	accelerated	0.2903042478010901	0.905646630291776
4013	5	5	20845863	constrained	0.2905197151714273	0.9057031066044019
1619	5	4	5567862	accelerated	0.29058499291956175	0.9052916038749959
1850	5	5	20845863	constrained	0.2907778323128706	0.905277796800382
1809	5	4	5567862	constrained	0.2912571250013469	0.9061552180550378
2907	4	4	8845863	accelerated	0.2918712373488861	0.9074506153076141
441	4	4	3074060	accelerated	0.2920593805522834	0.9074207835845828
49	5	5	20845863	constrained	0.2925089724722049	0.9082027568842681
4479	4	4	10845863	accelerated	0.2926726974078736	0.9080966926333549
6446	4	5	5567862	constrained	0.2928202605460839	0.907940659220256
5869	4	5	5567862	constrained	0.2931944185111242	0.9084869591813295
1792	4	4	3881501	constrained	0.2932708422040634	0.908110590333635
6350	5	4	5567862	constrained	0.2935021852380775	0.9082141119740644
8067	5	4	5567862	constrained	0.2935021852380775	0.9076021078554835
6077	5	5	20845863	accelerated	0.29398982607517354	0.9084978531036844
2230	4	4	8845863	accelerated	0.29430991364208914	0.908874962115442
1746	4	4	6850431	constrained	0.29446257912863416	0.90873488609368
3673	5	5	20845863	constrained	0.2944905562793685	0.908210458848133
4694	5	5	20845863	constrained	0.2944905562793685	0.9076005122673082
4642	5	5	20845863	accelerated	0.294495182701871	0.9070056331670376
7264	5	5	20845863	constrained	0.2947383142044328	0.9071456229940592
212	4	4	4750372	accelerated	0.29499622119450697	0.9073308706847134
5793	5	5	20845863	accelerated	0.29500111512419336	0.9067381897554745
7743	5	4	5567862	accelerated	0.29502975508365403	0.9062192410166588
4873	4	4	3881501	constrained	0.295677671601109	0.907601896306013
5767	5	4	10845863	constrained	0.2957111025512959	0.9070977604330862
6170	5	5	20845863	constrained	0.29673745112823857	0.9096380515881676
5645	5	4	10845863	constrained	0.29674153638034084	0.9090433314081336
3522	5	5	20845863	constrained	0.2972403527159707	0.909963961716871
4878	5	4	6850431	constrained	0.2974036449122856	0.9098568843349858
1395	4	5	5567862	constrained	0.2978990419832527	0.9107652922459338
3036	5	4	5567862	constrained	0.29790462822218455	0.9101759912860219
6709	4	4	3881501	constrained	0.2979063650601783	0.9095757213979763
8653	4	5	10845863	constrained	0.2982418141499122	0.909994471498635
1412	5	5	20845863	accelerated	0.29831491491084183	0.9096127206151848
6414	5	5	20845863	accelerated	0.29831491491084183	0.9090087281048163
5201	5	4	10845863	accelerated	0.2983291675837958	0.9084489383158852
3519	4	5	5567862	accelerated	0.29922183071009023	0.9105629848332918
4011	5	5	20845863	accelerated	0.2993117131033043	0.9102329035328453
6435	5	5	20845863	constrained	0.2994746822190477	0.9101253753001391
7081	5	5	20845863	constrained	0.2994746822190477	0.909523042159636
7869	5	4	6850431	constrained	0.29951406616777615	0.9090410381242888
5675	5	5	20845863	accelerated	0.29981745359375167	0.9093604061743069
4572	5	5	20845863	accelerated	0.30006955611147557	0.9095239055452848
5666	5	5	20845863	accelerated	0.3008220250271487	0.9112028203627628
6840	5	5	20845863	accelerated	0.3008220250271487	0.9106017630933941
3514	5	4	5567862	constrained	0.30087143731484384	0.9101509728660636
7216	5	5	20845863	constrained	0.300985976786339	0.909897659731561
6449	5	5	20845863	accelerated	0.3010703848733115	0.9095536512071273
2748	4	5	10845863	constrained	0.30150343508002897	0.9102626734093769
5756	5	5	20845863	accelerated	0.30158447440031844	0.9099087133616446
6149	5	5	20845863	constrained	0.3017470914341846	0.9098011843570782
5932	4	5	10845863	accelerated	0.30182091599023275	0.9094262531051728
6732	5	5	20845863	accelerated	0.30235508087817276	0.9104379699146553
4910	5	5	20845863	accelerated	0.3026102543058956	0.9106088242686918
6817	5	5	20845863	accelerated	0.3026102543058956	0.9100120950260517
6885	4	5	5567862	accelerated	0.3028579108008719	0.9101604143190576
4809	5	4	10845863	constrained	0.30299454281064603	0.9099751027212399
512	4	4	10845863	accelerated	0.30307703605786884	0.9096275464156705
843	5	4	10845863	accelerated	0.3039489165391911	0.9116480901949987
222	5	4	10845863	constrained	0.3040555708116855	0.9113723151239874
8651	5	4	10845863	accelerated	0.30466091007866614	0.9125906764693205
7645	5	5	20845863	constrained	0.30475558052425117	0.9122787730109514
923	5	4	10845863	constrained	0.3051071993984375	0.9127359439631223
4009	5	5	20845863	accelerated	0.30541687411303486	0.9130671239770143
7278	5	4	4750372	accelerated	0.3054481155812223	0.9125660171889513
2642	5	5	20845863	constrained	0.3055282054125179	0.9122114083526641
9538	4	4	5567862	constrained	0.30556866632901936	0.911739018064935
6346	5	5	20845863	constrained	0.30604031519258695	0.9125529606359853
7344	5	5	20845863	constrained	0.30604031519258695	0.9119603937784295
145	5	5	20845863	accelerated	0.3061750050190185	0.9117696937263309
4292	4	5	5567862	constrained	0.3062730706806659	0.9114702473110089
7706	5	4	10845863	constrained	0.3064951795748885	0.9115401030908381
6720	5	5	20845863	constrained	0.30654858822584896	0.9111084659121896
4043	5	5	20845863	accelerated	0.30668343255571495	0.910919269901732
4885	4	4	8845863	constrained	0.30673130208931315	0.9104721508977089
4875	5	4	10845863	accelerated	0.30677216741792845	0.9100048327607458
5191	5	5	20845863	constrained	0.3067993196296887	0.9094974662665644
3054	5	4	10845863	accelerated	0.3071199538449588	0.9098602118750911
7098	5	5	20845863	accelerated	0.30744943266857083	0.9102486751716591
5106	5	4	10845863	accelerated	0.3078221687740187	0.9107646244384086
2555	5	4	10845863	accelerated	0.3081804718197976	0.9112372327197494
6014	4	5	10845863	constrained	0.3087120339323602	0.9122212000744372
5305	5	5	20845863	accelerated	0.3089855594295938	0.9124419126270309
5316	5	4	4750372	accelerated	0.30918246472939237	0.9124362254940074
3091	4	4	3881501	constrained	0.30933429196965256	0.9122976001598558
5892	5	5	20845863	accelerated	0.30975626187338556	0.9129553537167414
7569	5	5	20845863	accelerated	0.30975626187338556	0.9123693746707101
5550	4	4	3881501	accelerated	0.309993721578286	0.9124831227214588
1638	4	5	10845863	accelerated	0.31074407027694206	0.9141054733980045
6126	4	5	5567862	constrained	0.3107482441147322	0.9135321539029507
7409	5	5	20845863	constrained	0.31112841697073684	0.9140642160555131
4164	5	4	6850431	accelerated	0.31157366149992394	0.9147866491510882
8195	5	4	10845863	accelerated	0.312127340385864	0.915826320352129
1887	4	4	3074060	accelerated	0.3124067832801999	0.9160605293756148
672	5	4	5567862	accelerated	0.31246034990512717	0.9156325323848203
7091	5	4	10845863	accelerated	0.312486381439976	0.915124444433982
5792	5	5	20845863	accelerated	0.31261950158362994	0.9149304163056619
5899	5	5	20845863	constrained	0.3129299614339803	0.9152553174127059
7515	5	5	20845863	constrained	0.3129299614339803	0.9146723522423793
7377	4	4	8845863	accelerated	0.31304714434896364	0.9144324286552478
4189	4	4	8845863	constrained	0.31312734314330837	0.9140848458553702
3413	5	5	20845863	constrained	0.3144583295245628	0.9173866968774436
6641	5	5	20845863	accelerated	0.3146856482172792	0.9174666071595261
3719	4	4	6850431	constrained	0.31475520560604175	0.9170867546197623
9287	4	4	10845863	accelerated	0.3148525177108278	0.9167882003648405
6062	5	5	20845863	accelerated	0.3152016570630354	0.9172228308574948
6502	5	5	20845863	constrained	0.31523862790644364	0.9167490896468123
4643	5	5	20845863	accelerated	0.3154648916295054	0.916826084666118
1787	5	4	10845863	constrained	0.31568614802787387	0.9168884387974134
8761	5	4	10845863	accelerated	0.31574634874989693	0.9164832349230089
2532	5	5	20845863	constrained	0.31577116836326014	0.9159759112635909
2055	5	4	4750372	constrained	0.31595164461596165	0.9159204656618117
4562	5	5	20845863	constrained	0.31602477732720513	0.9155541055268588
9088	4	4	3074060	accelerated	0.3163959254416481	0.9160510421777432
9084	4	4	3074060	accelerated	0.31649365778735206	0.9157562393355351
3497	5	5	20845863	constrained	0.3170616581518064	0.9168216441453306
2400	5	4	6850431	constrained	0.31706774008668137	0.9162618761069148
8805	5	4	10845863	constrained	0.31709200552169514	0.9157553262045682
7782	5	5	20845863	accelerated	0.3175474484384615	0.9164938621912577
3241	5	4	10845863	accelerated	0.31756258725795405	0.9159614788980208
4945	4	5	8845863	accelerated	0.3176791181070445	0.9157220307746402
5659	5	5	20845863	accelerated	0.31807267001421446	0.9162809056467233
2017	5	5	20845863	accelerated	0.3183351368531848	0.9164616957460885
6500	5	5	20845863	accelerated	0.3183351368531848	0.9158871116108245
6971	5	5	20845863	constrained	0.3186213916475365	0.9161363197183866
548	5	4	10845863	accelerated	0.3186452454827894	0.9156312032063373
3287	4	4	3074060	constrained	0.3188906860631413	0.9157630527808232
7813	5	4	5567862	accelerated	0.31898671241951226	0.9154659307649416
5860	5	5	20845863	constrained	0.31940993903505244	0.9161076313949097
6753	4	4	3074060	accelerated	0.3197619721931958	0.9165444662052313
8166	4	4	3074060	constrained	0.31984676721755023	0.9162152401756167
4157	5	5	20845863	accelerated	0.3199203981741905	0.9158544648916781
2751	4	5	10845863	constrained	0.32009600159265317	0.9157858798682578
2906	5	5	20845863	constrained	0.3201951292691122	0.9154987216298791
155	4	5	8845863	accelerated	0.32026640101663617	0.9151323251963532
8350	5	4	4750372	constrained	0.3204021954310821	0.9149506377307005
8325	5	4	10845863	accelerated	0.32079414124704586	0.9155001953872473
6419	5	5	20845863	accelerated	0.32123695487029047	0.9161941490986718
5336	5	4	5567862	accelerated	0.3215862480718289	0.9166206785103247
7617	4	4	3074060	accelerated	0.3219689127267187	0.9171417383630739
6094	5	5	20845863	accelerated	0.3223084145621017	0.9175392769388863
4772	5	4	10845863	constrained	0.3224454327140164	0.9173602546339872
2872	5	5	20845863	accelerated	0.3225719370263841	0.9171515607274328
2198	4	4	10845863	constrained	0.3226181685226592	0.9167150311767697
4652	5	4	5567862	constrained	0.32296917258396457	0.9171445129875083
9010	5	4	6850431	accelerated	0.32314443132969806	0.9170747033840349
3766	4	4	5567862	accelerated	0.3235308697320155	0.9176039315205309
7297	4	4	3881501	accelerated	0.3237723045136387	0.9177214980933218
6172	5	5	20845863	accelerated	0.324431373030731	0.9190219573074225
6545	5	5	20845863	accelerated	0.324431373030731	0.9184550097705272
7430	5	4	4750372	accelerated	0.3244386369541389	0.9179093125663028
8565	4	4	2401596	accelerated	0.32448033393213926	0.9174616465893943
3316	5	5	20845863	constrained	0.3246312718460766	0.9173232182891905
