Tree name	Trait species	Non-trait species	Permutations	Selective Pressure	p-value	FDR
6796	5	5	20845863	accelerated	0.5431519474751554	0.9619931636292891
2846	5	4	10845863	constrained	0.5434042835526837	0.9620687720768771
2998	4	4	3881501	accelerated	0.5438169917390816	0.9624281431124742
6922	4	5	8845863	constrained	0.5438282724396719	0.9620770787300132
8952	5	4	6850431	constrained	0.5443678716378293	0.9626605637556835
3239	4	4	4750372	accelerated	0.5451485108473202	0.9636696903999816
5849	5	5	20845863	constrained	0.5454130301101175	0.9637660358780629
6334	5	5	20845863	constrained	0.5454130301101175	0.9633950712761082
1180	5	4	10845863	accelerated	0.545610667762855	0.9633733568155991
5982	5	4	5567862	constrained	0.5457088366179276	0.9631760966306421
7653	5	5	20845863	constrained	0.5457568026240279	0.962890414164423
1398	5	5	20845863	constrained	0.5464262190231853	0.9637009681388922
7451	5	5	20845863	constrained	0.5464262190231853	0.9633307411054158
2112	4	4	3074060	constrained	0.5468272286857627	0.9636674932561311
7298	5	5	20845863	accelerated	0.5469608355331925	0.9635329267799695
7652	5	5	20845863	accelerated	0.5473018984749477	0.9637637805454855
4125	4	5	10845863	accelerated	0.5475777045106276	0.963879588031941
1082	4	5	5567862	accelerated	0.5476632283389306	0.9636604888218376
1010	4	4	5567862	constrained	0.5477144088493032	0.9633811507127069
6418	5	5	20845863	constrained	0.5477982396813812	0.9631594336773404
7411	5	4	5567862	constrained	0.5478694287922716	0.9629156678390405
5719	5	5	20845863	constrained	0.5481330917589652	0.963010244288626
7163	5	5	20845863	constrained	0.5481330917589652	0.9626416984622622
60	5	4	4750372	accelerated	0.5481374365133274	0.9622810620350647
3677	5	4	5567862	accelerated	0.5482443315182601	0.9621006643737269
6827	5	5	20845863	constrained	0.548483098986437	0.9621517359513605
6602	5	4	5567862	accelerated	0.5486253310399432	0.9620334903103933
8205	4	5	10845863	accelerated	0.5490499548695589	0.9624103296013772
934	5	5	20845863	constrained	0.5491740011677139	0.9622602105225808
4743	4	4	10845863	accelerated	0.5492578767763177	0.9620398460024892
6639	5	5	20845863	accelerated	0.5493415585098562	0.9618193101876116
5566	5	4	6850431	accelerated	0.5495785609822565	0.961867283122645
7109	5	5	20845863	constrained	0.5498571339367065	0.9619879480120268
7186	5	4	10845863	constrained	0.5499271084637118	0.9617437121722462
6051	5	5	20845863	accelerated	0.5500305939408643	0.9615582459408099
5020	5	4	5567862	constrained	0.5503333888861751	0.9617212191921773
7449	5	5	20845863	accelerated	0.5503766471113677	0.9614306941736074
7269	5	4	10845863	constrained	0.5503869425548346	0.9610828308158812
1571	5	4	10845863	constrained	0.550865944079014	0.9615533729093173
9529	4	4	10845863	accelerated	0.5512105581886078	0.9617890690218711
6121	5	5	20845863	constrained	0.5519194812641582	0.9626600150213692
6166	5	5	20845863	accelerated	0.5521304246185642	0.9626620511301638
6203	5	5	20845863	accelerated	0.5521304246185642	0.9622964369823741
9386	4	4	6850431	constrained	0.5521570259802886	0.9619774457948157
3488	5	4	10845863	constrained	0.5522576103002836	0.9617875421889949
7511	5	5	20845863	constrained	0.5522685293049282	0.9614416847421531
3476	4	5	5567862	accelerated	0.5525670342540683	0.9615965567659914
4386	4	5	8845863	accelerated	0.5532584880658804	0.9624348755626707
4917	4	4	3881501	accelerated	0.5532601938084001	0.9620731448983508
8381	5	4	10845863	accelerated	0.5541224868740605	0.9632076107064635
7342	5	5	20845863	constrained	0.5543469909689694	0.9632329956670204
3457	5	5	20845863	constrained	0.5550340564034393	0.9640618034956029
6082	5	5	20845863	constrained	0.5553821452575076	0.9643014243612192
7196	5	5	20845863	constrained	0.5553821452575076	0.9639367112657725
3125	4	4	3074060	constrained	0.5555052584339818	0.9637858718160842
9215	4	4	3881501	constrained	0.5557771314765249	0.9638931429878204
7575	5	5	20845863	accelerated	0.5559406561997258	0.9638124938800686
9377	4	4	2401596	constrained	0.5559530441603733	0.9634699847628221
7704	5	5	20845863	accelerated	0.5562900681780406	0.9636901181083536
5646	5	5	20845863	accelerated	0.5569895638962324	0.9645377768754003
3888	5	5	20845863	constrained	0.5574283782483697	0.9649335449950088
4641	5	5	20845863	constrained	0.5574283782483697	0.9645696937336985
6441	5	5	20845863	accelerated	0.5576944337069223	0.9646663235134062
609	4	5	8845863	constrained	0.5580546734622382	0.9649257334281127
6534	4	5	5567862	constrained	0.5582580469097855	0.9649138144139381
4960	5	4	10845863	constrained	0.5583406900644505	0.9646933082476519
8989	5	4	6850431	constrained	0.5585259617999746	0.9646502215657069
8095	5	4	4750372	constrained	0.5588204714393173	0.9647957650244647
6478	5	5	20845863	accelerated	0.5590908340629943	0.9648995252031143
6862	5	5	20845863	accelerated	0.5590908340629943	0.9645367810207071
7312	5	5	20845863	constrained	0.5591374571135636	0.9642547127749505
395	4	4	6850431	accelerated	0.5591629864738862	0.9639364932113688
7495	5	5	20845863	accelerated	0.5594410137688088	0.9640536283083229
6237	5	5	20845863	accelerated	0.5597812130171269	0.964277772723572
7761	4	4	3074060	accelerated	0.5598478195343835	0.9640306355884749
9605	4	4	10845863	constrained	0.5601532684259635	0.9641948045036558
7989	5	4	4750372	accelerated	0.5601570043681106	0.9638397049288561
9465	4	4	3074060	accelerated	0.5602182355602866	0.9635837642376894
1185	4	4	2401596	constrained	0.5603428688424307	0.9634370270205749
7420	5	5	20845863	constrained	0.5605318268219104	0.9634009562867966
4969	4	4	3074060	accelerated	0.5615127297339512	0.9647255397787727
8753	5	4	4750372	accelerated	0.561669609480901	0.9646339213727003
3106	5	5	20845863	accelerated	0.56190062074607	0.9646696403306079
6673	5	5	20845863	accelerated	0.56190062074607	0.9643088813028103
4035	5	4	10845863	constrained	0.5621034046152967	0.9642962705718119
5969	5	4	10845863	constrained	0.5621034046152967	0.9639359206949166
8715	4	4	3074060	accelerated	0.5622305669807883	0.9637938258777876
4170	4	5	5567862	constrained	0.5622692931933413	0.9635002936759683
9518	4	4	10845863	constrained	0.5622720245500753	0.9631453231281432
85	4	5	8845863	constrained	0.5623396472187966	0.962901731748902
8851	4	5	8845863	accelerated	0.562454901247587	0.9627398514827217
5933	5	5	20845863	accelerated	0.5626074098755092	0.9626418359130169
6019	5	5	20845863	constrained	0.5629809182275112	0.9629218910719526
6460	5	5	20845863	accelerated	0.56331679008526	0.963137388115223
6356	5	5	20845863	constrained	0.5633237315547198	0.9627905415659624
7209	5	5	20845863	constrained	0.5633237315547198	0.9624320938587525
6573	5	5	20845863	accelerated	0.5643593640298938	0.9638426205929226
8508	5	4	4750372	constrained	0.5647055703654688	0.9640750976217024
501	4	4	3881501	accelerated	0.564754348583887	0.963799816158965
8556	5	4	10845863	constrained	0.5649707788797004	0.9638107450851096
6992	5	4	10845863	accelerated	0.565091689232809	0.9636587743921815
8304	4	5	5567862	accelerated	0.5654868121577812	0.9639743614383574
6836	5	5	20845863	constrained	0.5657819352339873	0.9641193096133561
3096	4	5	8845863	accelerated	0.5658752811108442	0.9639204398729264
865	4	4	3881501	accelerated	0.5659497169555532	0.9636895180367471
3252	5	5	20845863	accelerated	0.5661138132986525	0.9636113832446277
4014	5	5	20845863	accelerated	0.5661138132986525	0.9632540931507291
6626	5	5	20845863	constrained	0.5661326138921504	0.9629290456453218
7141	4	4	3074060	constrained	0.566237406749787	0.9627504481566405
7600	5	5	20845863	constrained	0.5664784966168046	0.962803637397969
4530	5	4	10845863	constrained	0.5668742524240352	0.9631195647441309
4659	5	4	10845863	accelerated	0.5669990717700188	0.9629751074584073
7229	4	5	5567862	constrained	0.5670419843147367	0.9626917003404835
6705	5	5	20845863	accelerated	0.5671618573017219	0.9625391135937876
3084	5	4	4750372	constrained	0.567629809135226	0.9629771512464148
4507	5	4	10845863	constrained	0.5687979992148725	0.9646023719131744
529	5	5	20845863	constrained	0.568907157345658	0.9644310842479589
1864	4	4	10845863	constrained	0.5693704196434511	0.9648599910427612
5535	5	4	5567862	accelerated	0.5695916730970682	0.9648786223117186
5657	5	5	20845863	constrained	0.5696026636231033	0.9645411894341037
3979	4	5	8845863	accelerated	0.5697857223471321	0.9644952710627035
6741	5	4	10845863	accelerated	0.5698981530049947	0.9643298761577879
7827	5	5	20845863	constrained	0.5703071862555452	0.9646663021476951
8671	4	4	3074060	constrained	0.5705105823253612	0.9646547760836709
3600	5	5	20845863	constrained	0.5710053782557555	0.9651357940389179
6158	5	5	20845863	constrained	0.5710053782557555	0.9647804421265325
2806	5	4	10845863	accelerated	0.5713343172214429	0.9649809281299968
5993	5	5	20845863	constrained	0.5713591263113641	0.9646677816934693
9477	4	4	6850431	accelerated	0.5715228889304833	0.9645893848113233
1697	5	5	20845863	constrained	0.5717029947439446	0.9645386187058683
3315	5	5	20845863	accelerated	0.5717568023535454	0.9642748864389636
4235	5	5	20845863	accelerated	0.5717568023535454	0.9639206340927333
6810	4	5	8845863	accelerated	0.5718018199159409	0.963642508848422
4323	4	5	10845863	accelerated	0.5723702087068454	0.9642462877223619
7197	5	5	20845863	constrained	0.5723934173318707	0.9639315200498916
3887	5	5	20845863	accelerated	0.5724557222761124	0.9636827987986353
5915	5	5	20845863	constrained	0.5727494674355635	0.9638237279287867
8232	5	4	5567862	constrained	0.5727854579934704	0.9635309628783122
2423	5	4	5567862	accelerated	0.5730673230705563	0.9636518671933979
6455	5	5	20845863	accelerated	0.5731699967486741	0.963471470725152
4131	5	4	5567862	accelerated	0.573256132248648	0.9632634166565528
9046	5	4	6850431	accelerated	0.5732800331344508	0.962950978057831
6670	5	5	20845863	constrained	0.5734491941344966	0.9628826754054903
4583	5	5	20845863	accelerated	0.5735284295251106	0.9626634832080222
7596	5	5	20845863	accelerated	0.574226389788303	0.9634825969793501
3272	5	5	20845863	constrained	0.5744862667964382	0.9635663297985582
7560	4	5	10845863	constrained	0.5746852943182468	0.9635479779417006
6144	5	5	20845863	accelerated	0.574936825623366	0.9636176379786803
6459	5	5	20845863	constrained	0.5751795669444695	0.9636725201563237
1155	4	4	8845863	accelerated	0.5751840372781369	0.9633283018501351
7891	5	4	6850431	accelerated	0.5752542552094606	0.9630944097614793
5822	5	5	20845863	accelerated	0.5752906520348042	0.9628040854076283
4695	4	4	3074060	constrained	0.5754600628695701	0.9627365032841623
7519	5	5	20845863	accelerated	0.5756444784462424	0.9626940639904543
3521	5	4	5567862	constrained	0.5757682095989564	0.9625502054096943
4382	5	4	10845863	constrained	0.5765090206731823	0.9634376896828963
7610	5	5	20845863	accelerated	0.576703078702433	0.9634111496779996
8168	4	4	10845863	accelerated	0.5767056180910992	0.963064804010209
389	5	5	20845863	constrained	0.5769311377805513	0.963090938986886
6205	5	5	20845863	accelerated	0.5770591123304329	0.9629542787215842
7103	4	4	10845863	accelerated	0.5770672411776145	0.9626178007139489
8420	4	4	8845863	constrained	0.5772442871826954	0.9625632390557373
8672	5	4	5567862	constrained	0.5773260637667418	0.9623499115966502
4309	4	4	2401596	accelerated	0.5774073046370805	0.9621358463978076
8467	5	4	5567862	accelerated	0.5776627250820145	0.9622120672963212
6145	5	4	10845863	constrained	0.5779416019919387	0.9623272901092187
8829	4	5	8845863	constrained	0.5781326094478	0.9622961714747748
7494	5	5	20845863	accelerated	0.5784674124627508	0.9625043349498055
3841	5	5	20845863	constrained	0.5786986311158823	0.9625400573362753
7225	5	5	20845863	constrained	0.5786986311158823	0.9621913109386897
7621	5	5	20845863	accelerated	0.5788320830251228	0.9620646247744616
9652	4	4	6850431	constrained	0.5788980065549116	0.9618258334831606
5970	5	4	5567862	accelerated	0.5791815931014366	0.9619487262911662
7272	5	4	5567862	accelerated	0.5793131220529606	0.961819072757249
6681	4	4	3074060	accelerated	0.5793579854056226	0.9615456763205793
8677	5	4	10845863	constrained	0.5794021972513164	0.961271396668941
3563	5	5	20845863	constrained	0.5801206254012398	0.9621154860738306
5947	5	5	20845863	accelerated	0.5802432621355645	0.9619712174639111
7261	5	4	10845863	constrained	0.580356145650375	0.9618108892703396
1474	5	5	20845863	constrained	0.5804667958819045	0.9616469770043539
4207	5	5	20845863	accelerated	0.5806004473548141	0.961521274958947
6247	5	5	20845863	constrained	0.5808165153533659	0.9615321027981948
6034	5	4	6850431	constrained	0.5809185468442315	0.9613542053617664
8619	4	5	5567862	constrained	0.58136930324749	0.9617533282634217
2185	4	4	2401596	accelerated	0.5815078406815506	0.9616358489685174
9225	4	4	3074060	accelerated	0.5818511732926024	0.9618570008068272
8477	4	4	10845863	accelerated	0.5821615605382424	0.9620235510658964
254	4	4	10845863	constrained	0.5823809565947757	0.9620396723590445
1499	5	4	4750372	accelerated	0.5827142755476351	0.9622439044577537
5828	5	4	4750372	constrained	0.5831294953278267	0.9625831849134521
8360	5	4	4750372	constrained	0.5831294953278267	0.9622370564758708
8991	5	4	6850431	accelerated	0.5832244575708744	0.9620478201986853
6273	5	5	20845863	constrained	0.5840054274620332	0.9629899053622963
5842	5	5	20845863	accelerated	0.5841620311920006	0.962902141214113
1090	4	5	5567862	constrained	0.5843893668898509	0.962930989105036
1328	5	4	10845863	accelerated	0.5844249245340354	0.962643926305344
3411	4	5	8845863	accelerated	0.5845092960101217	0.9624374450629525
8396	5	4	10845863	accelerated	0.5849027849297961	0.96273991393215
880	5	4	6850431	constrained	0.5849155656407544	0.9624157514253934
8313	4	4	8845863	constrained	0.5853021688681403	0.9627066856401062
1215	4	5	8845863	constrained	0.585881635005481	0.963314519183143
4811	5	5	20845863	constrained	0.5861165014739342	0.9633555248079815
4806	4	4	8845863	accelerated	0.5865873708595146	0.963784262396818
8713	4	4	8845863	constrained	0.5866598020346191	0.9635582790038894
6634	5	5	20845863	accelerated	0.5866750911964304	0.9632386381039065
337	5	4	6850431	accelerated	0.5867461613078762	0.9630107776258382
4331	5	4	10845863	accelerated	0.5868359977586687	0.9628138697585021
6268	5	5	20845863	accelerated	0.5873909011239915	0.9633798589199417
2816	4	5	10845863	constrained	0.5875332493995292	0.9632690537672167
9458	4	4	3074060	constrained	0.5876300121056403	0.9630836162688511
3373	5	5	20845863	accelerated	0.5881187067937358	0.9635404303735999
5841	5	5	20845863	accelerated	0.5881187067937358	0.9631965544170069
5874	5	5	20845863	accelerated	0.5881187067937358	0.9628529238232085
8686	4	5	8845863	accelerated	0.5882528579319742	0.9627290888194828
5214	5	4	5567862	constrained	0.5882921906034386	0.9624502184239501
4591	5	4	10845863	constrained	0.5885797116407139	0.9625774400282381
3383	4	5	8845863	accelerated	0.5886059501792753	0.9622774155228695
8047	5	4	10845863	accelerated	0.5887804652146229	0.9622199269479718
5950	5	5	20845863	accelerated	0.5888387392225454	0.9619725789577289
7292	5	5	20845863	accelerated	0.5888387392225454	0.9616302399616585
5812	5	5	20845863	constrained	0.5889721921224106	0.9615060084132843
6488	5	5	20845863	constrained	0.5893296810061561	0.9617474772892071
8976	5	4	6850431	constrained	0.5894396061169533	0.9615849102277636
624	5	5	20845863	accelerated	0.5895508064785453	0.9614245383546711
4132	5	5	20845863	constrained	0.5896806474203297	0.9612946682102638
8299	5	4	4750372	accelerated	0.5897867150992269	0.9611261490022557
6659	4	5	5567862	constrained	0.5899250247762952	0.9610102728783878
3570	5	5	20845863	constrained	0.5900348750692892	0.9608481340287324
9644	4	4	10845863	accelerated	0.5901465172672498	0.9606890272222097
1672	5	5	20845863	constrained	0.5903891027182487	0.9607431178631359
1488	4	5	10845863	accelerated	0.5905493000953892	0.9606631471597806
7013	5	5	20845863	accelerated	0.5906107502578605	0.9604226551854435
9109	4	4	10845863	accelerated	0.5906559004740166	0.9601558367960545
4203	5	5	20845863	constrained	0.5910993804709012	0.9605364932652143
7721	5	5	20845863	accelerated	0.5913213780247983	0.9605570986746192
8264	5	4	10845863	constrained	0.5914863422824358	0.9604850759851726
6030	5	5	20845863	accelerated	0.591669734377801	0.9604430177077216
8759	4	4	3074060	constrained	0.5921030125539883	0.9608064797065957
8539	4	5	8845863	accelerated	0.592740226209687	0.9615004941945048
3657	5	4	6850431	constrained	0.5929872265819697	0.9615612660016463
3278	5	5	20845863	accelerated	0.5931000107097986	0.9614044327613089
8389	5	4	10845863	accelerated	0.5931419099618763	0.9611328477454274
4513	5	4	4750372	constrained	0.5931624924599932	0.9608269247790006
1793	5	5	20845863	constrained	0.5932419158066199	0.9606164966960405
4879	5	5	20845863	constrained	0.5935979659103128	0.9608539913800442
8054	5	4	10845863	accelerated	0.5936313939888852	0.960569276098376
6493	5	5	20845863	accelerated	0.5938177399561091	0.9605321144372875
4890	4	5	8845863	constrained	0.594017548890861	0.9605167483651026
9488	4	4	10845863	accelerated	0.5941921657300631	0.9604606722561675
7274	5	5	20845863	accelerated	0.5945335498836701	0.9606741057803387
8016	5	4	5567862	accelerated	0.5949874481436617	0.9610691304228313
1765	5	5	20845863	accelerated	0.5952590523709153	0.9611695254504329
3366	5	5	20845863	constrained	0.5953860817597316	0.9610364858232179
4490	5	4	10845863	accelerated	0.5955861935615046	0.9610214635210073
2631	4	4	6850431	constrained	0.5957785971741723	0.9609940184296227
7516	5	5	20845863	accelerated	0.5959679527509787	0.9609616778546174
3248	5	5	20845863	accelerated	0.5963277290505399	0.9612040564147971
6281	5	5	20845863	accelerated	0.5963277290505399	0.9608665549904942
6798	5	5	20845863	accelerated	0.5963277290505399	0.9605292904924281
6457	5	5	20845863	constrained	0.5964619055644244	0.960408310398296
6669	4	5	8845863	constrained	0.596703771090192	0.960460752554504
4734	5	4	10845863	accelerated	0.5970546456425312	0.9606885585040588
8315	4	5	5567862	accelerated	0.5973146404057289	0.9607700262256887
4126	4	4	6850431	constrained	0.5974189277464391	0.9606010719791201
6114	5	5	20845863	accelerated	0.5977681777719089	0.9608259782120105
3068	5	4	10845863	constrained	0.5977692056757719	0.9604912061786124
8310	5	4	5567862	constrained	0.5978819844767457	0.9603361661756338
1992	5	4	5567862	accelerated	0.5980402722754137	0.9602543070230487
3001	4	4	4750372	accelerated	0.5981170848348152	0.9600417286837939
5937	5	5	20845863	accelerated	0.5981278581055326	0.9597233359602408
4308	5	4	5567862	constrained	0.5986571776666082	0.9602369060860065
1248	4	5	10845863	accelerated	0.598686430227305	0.9599482978033204
9330	4	4	2401596	constrained	0.5991691044764933	0.9603866644927097
6748	4	5	5567862	constrained	0.5995892162072878	0.9607244808572778
8994	5	4	6850431	accelerated	0.5998226442308114	0.9607630416667342
8231	4	5	10845863	constrained	0.6000261755494561	0.9607537053721055
6241	5	5	20845863	constrained	0.6000575128346375	0.9604687570276078
3726	5	5	20845863	accelerated	0.6002941931778967	0.9605125706043821
7318	5	5	20845863	constrained	0.6004291017628989	0.960393568487258
3954	5	5	20845863	constrained	0.6018489858375125	0.9623292669018623
5743	5	5	20845863	constrained	0.6018489858375125	0.9619940773278804
8982	5	4	6850431	accelerated	0.6018669674003623	0.9616878528552445
5940	5	4	5567862	accelerated	0.6021165720427697	0.961751809642976
892	4	5	5567862	constrained	0.6026560906596958	0.9622786360603146
7179	5	5	20845863	accelerated	0.6028279818248192	0.9622182986414245
1538	5	4	5567862	constrained	0.6029484126556546	0.962075892099026
6052	5	5	20845863	constrained	0.6032897801822243	0.9622859927897907
7892	4	4	3881501	accelerated	0.6033652408941814	0.9620719563806109
4821	5	4	10845863	accelerated	0.6034502258582253	0.9618732499004501
4590	4	4	3074060	accelerated	0.6034649440032394	0.9615627180662727
9665	4	4	8845863	constrained	0.6035311118805445	0.9613343534952512
5216	5	5	20845863	accelerated	0.6039049115750659	0.9615959886252524
4964	5	5	20845863	constrained	0.6040012089589188	0.9614157294181334
3240	4	5	10845863	constrained	0.6041138009662833	0.9612615231048107
8351	5	4	10845863	constrained	0.604131871939431	0.9609570746377986
4814	4	4	2401596	accelerated	0.6043453516286736	0.9609635546167649
4921	4	4	3074060	accelerated	0.6046685399145648	0.9611444162341316
9635	4	4	3074060	accelerated	0.604707831829119	0.9608740444126826
7419	4	5	5567862	constrained	0.6052295936687588	0.9613702337646017
1142	5	5	20845863	accelerated	0.6053485271723713	0.9612264329391045
8558	5	4	10845863	accelerated	0.6054609295620861	0.9610723644968567
6173	5	5	20845863	accelerated	0.6057126219391185	0.9611394267215128
6359	5	5	20845863	accelerated	0.6057126219391185	0.9608071974001434
6452	4	5	5567862	accelerated	0.6057428421050741	0.9605231176296424
2708	4	5	10845863	accelerated	0.6058840576555451	0.9604151780937121
5864	5	5	20845863	constrained	0.6061363585570341	0.9604833388875101
7336	5	4	10845863	constrained	0.6065547091987091	0.9608144841259496
5893	5	5	20845863	constrained	0.6068645731010094	0.9609736114425577
3629	5	5	20845863	constrained	0.6072227334154461	0.9612090802495625
2647	5	5	20845863	accelerated	0.6078838512742932	0.9619237908612868
3361	4	5	8845863	constrained	0.6091139011628564	0.9635379842938118
9343	4	4	10845863	accelerated	0.6091611394713157	0.963280657833862
1109	5	5	20845863	accelerated	0.6093291942584731	0.9632144927496152
4211	4	4	5567862	accelerated	0.6094370758635752	0.9630532855158218
3034	4	5	8845863	constrained	0.6106254247166503	0.9645989927795897
7829	5	5	20845863	accelerated	0.610774345310778	0.964502226645272
1508	5	5	20845863	constrained	0.6111771724307873	0.9648063447832413
5890	5	5	20845863	accelerated	0.6114832456908414	0.9649575703147426
7778	5	5	20845863	accelerated	0.6114832456908414	0.9646258557838678
1367	5	5	20845863	constrained	0.6118905195808853	0.964936630363121
2723	4	4	5567862	constrained	0.6135084070589841	0.9671556441063821
9681	4	4	8845863	accelerated	0.6136878453632242	0.9671062920232951
8458	5	4	5567862	accelerated	0.6136961755575081	0.9667874183430845
4774	4	4	2401596	constrained	0.6138858980091983	0.9667544220879243
4571	5	5	20845863	accelerated	0.6140333485471332	0.966654901023257
4137	5	5	20845863	constrained	0.6144061785435881	0.9669101348890693
6774	5	5	20845863	accelerated	0.6151124855139418	0.9676898169432565
8888	4	5	8845863	accelerated	0.6153899217286419	0.9677944999358251
5952	5	5	20845863	constrained	0.6154832492909932	0.9676096714615854
4075	5	5	20845863	accelerated	0.6158303107261895	0.9678237314803028
338	5	4	10845863	constrained	0.6158669485262271	0.9675499578181638
4625	5	4	10845863	accelerated	0.6163775488270926	0.9680207294892292
6726	5	5	20845863	accelerated	0.6165575406003092	0.9679721360981248
8227	5	4	10845863	constrained	0.6168444876121248	0.9680914342175242
6520	5	5	20845863	constrained	0.6169184803528349	0.967876549175781
1514	4	5	5567862	constrained	0.6170173649512374	0.9677008502259837
6869	5	5	20845863	constrained	0.6172643630774891	0.9677574862188582
2578	5	4	10845863	accelerated	0.6173769966123572	0.9676034963982607
4758	5	5	20845863	constrained	0.6179917143534329	0.9682362503133846
7483	5	5	20845863	constrained	0.6179917143534329	0.9679057942552571
8493	5	4	5567862	constrained	0.6181369221430855	0.9678029122192492
4680	4	5	8845863	constrained	0.6185087411994711	0.9680547794557888
3961	4	4	6850431	constrained	0.6185768812678278	0.9678313358806894
6528	5	5	20845863	accelerated	0.6187453720426657	0.9677650007852054
7181	4	5	5567862	constrained	0.6190540482311879	0.9679178968766342
6025	5	5	20845863	accelerated	0.6191040927169147	0.9676664446450686
6517	5	5	20845863	accelerated	0.6191040927169147	0.9673369702001775
3111	5	5	20845863	accelerated	0.6194618537317891	0.9675665237492104
6106	5	5	20845863	accelerated	0.6198285395788476	0.9678098564570712
5418	4	4	6850431	constrained	0.6199803376001364	0.9677176085874237
6953	5	5	20845863	constrained	0.6201544885285587	0.9676603018896823
3917	5	5	20845863	accelerated	0.6201923464477824	0.9673904411450964
3378	5	4	4750372	accelerated	0.6203234835733695	0.9672662134278602
8537	5	4	4750372	accelerated	0.6203234835733695	0.9669376583281905
9474	4	4	6850431	accelerated	0.6203954151765912	0.9667214126469872
2942	5	4	6850431	constrained	0.6204834008598099	0.9665303212985973
3831	4	5	8845863	accelerated	0.6205117834698907	0.966246547113447
4129	5	5	20845863	accelerated	0.6205628709323399	0.9659983089241884
4472	5	4	5567862	constrained	0.6207003063705683	0.9658846069632208
9640	4	4	4750372	constrained	0.6209266491795443	0.9659092857915013
1947	5	5	20845863	constrained	0.6212347245920795	0.9660610474934099
6773	5	4	10845863	accelerated	0.6213733117367495	0.9659492302032329
56	4	4	10845863	accelerated	0.6216836215694473	0.9661043479113424
5478	5	4	5567862	constrained	0.6217404577959278	0.9658655926965174
8735	4	5	5567862	constrained	0.6217540099346466	0.9655597805719436
6543	4	5	8845863	constrained	0.6217686788885627	0.9652559091406002
4732	4	5	10845863	accelerated	0.6218786622942498	0.9651001627556012
3809	4	5	8845863	accelerated	0.622073472681975	0.9650761210742337
6686	5	5	20845863	constrained	0.6227006496283775	0.9657226364125124
2488	4	5	8845863	accelerated	0.6227013852811307	0.9653975192753746
8658	5	4	5567862	constrained	0.6227597774593152	0.9651619786426199
3791	5	4	5567862	constrained	0.6231049776304031	0.9653709460992301
8804	4	4	10845863	accelerated	0.623134316658056	0.9650905768288286
9165	4	4	10845863	accelerated	0.6232761073488172	0.9649844995356688
8214	4	5	5567862	constrained	0.6236164773135314	0.9651858395925113
1727	5	4	5567862	constrained	0.623790949676928	0.9651303668467373
5998	5	4	5567862	constrained	0.623790949676928	0.9648050785532264
3615	5	5	20845863	constrained	0.6238017959619966	0.9644967795382756
6838	4	5	10845863	constrained	0.6239264798863022	0.96436464001288
6607	5	5	20845863	accelerated	0.6242042024635608	0.9644690522240001
3532	4	5	8845863	accelerated	0.6246062412375528	0.9647654126688422
6458	5	4	10845863	constrained	0.624773722923697	0.9646993992250491
1949	5	5	20845863	constrained	0.6248798258961034	0.964538688542623
6590	5	5	20845863	accelerated	0.6249430442161137	0.9643119132171304
8724	5	4	10845863	constrained	0.6252840558288348	0.9645137923356379
7432	5	5	20845863	constrained	0.6256028608318892	0.9646812931308937
3691	5	5	20845863	accelerated	0.625671041817733	0.9644623483041911
9329	4	4	10845863	constrained	0.6257504887771532	0.9642609110135514
5176	4	5	5567862	constrained	0.6261960846272066	0.9646236429520816
8588	4	4	6850431	constrained	0.6262217484357067	0.9643394642857241
7640	5	5	20845863	constrained	0.6263284855717698	0.9641802818815336
9899	4	4	6850431	accelerated	0.6263367559034516	0.9638696756676524
6887	5	4	4750372	constrained	0.6266719031040203	0.9640621399075928
3611	5	5	20845863	constrained	0.6266960459158838	0.9637761912560291
7689	5	5	20845863	accelerated	0.6267564165704769	0.9635461291932724
7042	4	5	5567862	accelerated	0.6271575176982646	0.9638398689609297
6940	5	5	20845863	accelerated	0.627481919057722	0.9640155763494765
8341	4	5	10845863	constrained	0.6275036820887351	0.963726371186481
3300	5	4	10845863	accelerated	0.6278807002149265	0.9639827812935087
6282	5	5	20845863	constrained	0.6281507484677712	0.9640748443874924
7268	5	5	20845863	constrained	0.6281507484677712	0.9637525191302582
7335	5	5	20845863	constrained	0.6281507484677712	0.9634304093310836
6349	5	5	20845863	accelerated	0.6282286300171471	0.9632279262107211
1421	5	4	5567862	constrained	0.6284418201213271	0.9632329701191616
1903	5	5	20845863	accelerated	0.62859781097858	0.9631503688082483
7488	5	5	20845863	accelerated	0.62859781097858	0.9628288900469638
7123	4	4	3074060	constrained	0.6286783235383442	0.9626309064789662
2855	5	4	10845863	constrained	0.6287655251600204	0.9624432938490105
5877	5	5	20845863	constrained	0.6292311763686324	0.9628349010855799
6358	5	5	20845863	constrained	0.6292311763686324	0.9625139561185514
3047	5	4	5567862	accelerated	0.629233983517056	0.9621975176140519
7527	5	4	10845863	accelerated	0.6298711086896238	0.9628509386331391
1460	5	5	20845863	constrained	0.629959007237927	0.962664630108174
5395	5	4	6850431	accelerated	0.6300674693826167	0.9625098591866939
2773	5	5	20845863	constrained	0.6303257043140094	0.9625839125114771
3962	5	5	20845863	constrained	0.6303257043140094	0.9622636916490316
9800	4	4	3881501	constrained	0.6305235632027022	0.9622456373585635
8249	4	5	10845863	constrained	0.6305737791041695	0.9620023511665671
2440	4	5	5567862	accelerated	0.6306750194578256	0.9618370436330879
